CallCount,ClientCpuUsage,ServerCpuUsage,TotalCpuUsage
4192364,17,17,34
4189892,17,17,33
4176218,17,17,33
4240502,16,16,33
4243229,17,17,33
4244077,17,17,33
4242696,17,17,33
4242702,17,17,33
4242812,17,17,33
4241180,17,17,33
4243341,17,17,33
4241784,17,17,33
4242087,17,17,33
4245210,17,17,33
4244257,17,17,33
4243809,17,17,33
4243916,17,17,33
4242691,17,17,33
4244658,17,17,33
4244638,17,17,33
4244770,17,17,33
4243312,17,17,33
4243459,17,17,33
4243863,17,17,33
4242300,17,17,33
4241530,17,17,33
4243141,17,17,33
4241831,17,17,33
4242369,17,17,33
4239617,17,17,33
4242938,17,17,33
4244074,17,17,33
4198289,17,17,33
4243048,16,16,33
4243535,17,17,33
4242677,17,17,33
4244563,17,17,33
4245027,17,17,33
4245793,17,17,33
4245685,17,17,33
4241989,17,17,33
4244562,17,17,33
4245114,17,17,33
4244349,17,17,33
4240105,17,17,33
4244197,17,17,33
4244523,17,17,33
4244160,17,17,33
4243350,17,17,33
4243332,17,17,33
4240884,17,17,33
4243168,17,17,33
4243701,17,17,33
4241475,17,17,33
4243611,17,17,33
4243111,17,17,33
4242811,17,17,33
4239444,17,17,33
14032.54852765451,0.18400155231055285,0.18400155231055285,0.1312862240973312
4176218,16,16,33
4245793,17,17,34
