CallCount,ClientCpuUsage,ServerCpuUsage,TotalCpuUsage
25403379,17,17,34
25448465,17,17,33
25477010,17,17,33
25480212,17,17,33
25495896,17,17,33
25477222,17,17,33
25487088,17,17,33
25470488,17,17,33
25469336,17,17,33
25458268,17,17,33
25452723,17,17,33
25457945,17,17,33
25454910,17,17,33
25467339,17,17,33
25483867,17,17,33
25484248,17,17,33
25464751,17,17,33
25470957,17,17,33
25462908,17,17,33
25470885,17,17,33
25484790,17,17,33
25446831,17,17,33
25462275,17,17,33
25464134,17,17,33
25468242,17,17,33
25465490,17,17,33
25460809,17,17,33
25479613,17,17,33
25486786,17,17,33
25471789,17,17,34
25495913,17,17,33
25459274,17,17,33
25468709,17,17,33
25469445,17,17,33
25471016,17,17,33
25481192,17,17,33
25474468,17,17,33
25497082,17,17,33
25472532,17,17,33
25454375,17,17,33
25462501,17,17,33
25482242,17,17,33
25464059,17,17,33
25475127,17,17,33
25452751,17,17,33
25447407,17,17,33
25450894,17,17,33
25461273,17,17,33
25469733,17,17,33
25465502,17,17,33
25477660,17,17,33
25463433,17,17,33
25474049,17,17,33
25486982,17,17,33
25476626,17,17,33
25484665,17,17,33
25454234,17,17,33
25468804,17,17,33
15093.515697463341,0,0,0.18400155231055285
25403379,17,17,33
25497082,17,17,34
