CallCount,ClientCpuUsage,ServerCpuUsage,TotalCpuUsage
121959,15,16,31
122404,15,18,33
127491,12,18,30
124377,11,19,30
125045,14,18,32
123236,14,18,32
121567,14,18,31
123709,14,17,31
121673,13,18,32
123289,14,18,32
121948,14,17,31
124095,14,19,33
123418,11,18,29
122110,13,17,31
122340,12,18,31
121605,15,18,33
121574,13,18,31
122010,15,18,34
124994,13,19,32
124894,13,18,32
123084,14,19,32
122048,12,19,31
122568,13,18,32
123656,13,19,32
122378,15,18,33
122512,14,20,34
122977,14,18,31
121873,14,18,31
123239,13,18,31
123513,12,19,31
121789,13,18,31
121763,13,18,32
122564,14,19,34
123527,14,19,33
124545,13,17,30
124876,11,18,29
125888,12,17,29
122414,13,19,32
121785,13,18,30
124148,14,18,33
123801,12,19,31
123943,14,19,33
123117,12,17,29
123493,11,18,29
124449,13,18,31
123474,13,19,32
129584,11,19,29
124382,15,17,32
122597,11,17,28
126463,13,18,31
125632,12,18,29
127111,12,18,29
127004,14,18,32
124089,12,18,30
122230,13,18,31
122342,15,18,33
123185,12,18,30
123540,13,18,31
1675.299758369817,1.1708472781377957,0.7177990366834656,1.4300129033203386
121567,11,16,28
129584,15,20,34
