CallCount,ClientCpuUsage,ServerCpuUsage,TotalCpuUsage
83395,28,29,57
82995,31,32,63
83879,32,29,61
83104,35,31,66
83273,32,30,63
83306,32,33,65
83284,34,31,65
83323,32,32,64
83045,33,35,68
83546,33,32,65
83197,34,28,63
83026,32,31,63
82539,33,31,64
82693,33,27,60
83495,33,30,63
82946,35,29,64
82961,34,30,64
82898,34,29,63
83524,33,30,63
83923,33,31,64
83776,36,27,63
82520,32,31,64
83603,33,31,64
83924,31,33,64
82176,33,31,65
81963,32,29,61
82428,32,32,63
82732,35,28,63
83712,34,31,64
83432,35,31,66
83251,33,30,63
83015,32,31,64
82178,33,31,63
83499,33,29,63
82243,32,32,64
82464,35,27,62
81864,33,28,61
82019,32,31,63
82277,31,31,62
82262,34,33,67
83866,35,29,64
82659,35,31,66
82681,36,29,65
82829,32,32,64
83818,35,30,65
84208,32,31,63
82625,36,29,65
83407,35,31,65
82555,32,29,61
83388,34,32,66
82828,33,33,65
83039,30,33,62
86023,31,31,62
82644,30,31,61
82932,34,29,63
83224,36,31,66
82497,34,31,64
83069,33,31,64
681.9324577149819,1.6403274226674807,1.6450116729447077,1.8059100677133713
81864,28,27,57
86023,36,35,68
