CallCount,ClientCpuUsage,ServerCpuUsage,TotalCpuUsage
4389264,17,17,34
4399748,17,17,33
4401871,17,17,33
4402625,17,17,33
4402563,17,17,33
4402107,17,17,33
4402713,17,17,33
4402952,17,17,33
4402646,17,17,33
4400455,17,17,33
4402860,17,17,33
4404199,17,17,33
4402319,17,17,33
4402158,17,17,33
4403324,17,17,33
4402079,17,17,33
4403076,17,17,33
4402420,17,17,33
4403347,17,17,33
4403968,17,17,33
4403461,17,17,33
4402370,17,17,33
4403254,17,17,33
4381478,17,17,33
4359277,17,17,33
4403519,17,17,33
4403181,17,17,33
4402971,17,17,33
4403663,17,17,33
4402328,17,17,33
4402694,17,17,33
4402755,17,17,33
4403586,17,17,33
4403429,17,17,33
4399257,17,17,33
4401660,17,17,33
4403406,17,17,33
4402652,17,17,33
4401578,17,17,33
4402906,17,17,33
4404385,17,17,33
4403011,17,17,33
4403027,17,17,33
4403445,17,17,33
4403589,17,17,33
4402650,17,17,33
4403665,17,17,33
4403094,17,17,33
4402631,17,17,33
4403437,17,17,33
4403148,17,17,33
4403388,17,17,33
4403522,17,17,33
4402649,17,17,33
4402919,17,17,33
4403314,17,17,33
4402496,17,17,33
4401412,17,17,33
6582.0916162673475,0,0,0.1312862240973312
4359277,17,17,33
4404385,17,17,34
