CallCount,ClientCpuUsage,ServerCpuUsage,TotalCpuUsage
52614,14,16,31
54525,15,17,33
54920,16,18,34
54695,16,17,33
51925,16,17,33
52808,16,18,34
52726,15,18,32
53102,15,18,33
55068,16,18,34
55627,16,17,33
56190,16,17,33
55631,17,18,34
55489,16,17,33
55496,16,17,34
56581,14,18,32
55565,16,17,33
53985,16,18,34
53954,15,17,33
55949,15,18,32
54697,15,17,33
55214,15,17,33
54579,14,17,32
55351,16,17,33
56162,16,18,34
55724,14,18,31
54812,15,18,33
54202,15,18,33
53932,15,17,33
55321,15,19,34
56335,16,18,34
55903,15,17,33
55728,16,17,32
56274,15,17,32
54950,15,18,33
54710,15,18,34
55538,15,18,33
54842,16,17,33
54212,14,17,31
56027,15,18,33
55966,16,18,34
55627,16,18,34
55358,16,17,33
55382,15,17,32
55286,15,17,32
54628,15,18,32
52771,14,17,31
55414,15,17,32
54202,16,17,33
55667,16,17,33
56487,16,17,33
56718,15,17,32
56025,15,17,32
52810,14,17,31
54692,15,18,33
55579,16,19,35
55388,15,17,32
56445,16,17,33
55014,15,17,33
1111.00768425986,0.7091713309265868,0.5928682543409053,0.9136292327222134
51925,14,16,31
56718,17,19,35
