CallCount,ClientCpuUsage,ServerCpuUsage,TotalCpuUsage
65082,17,16,32
65000,16,17,32
64733,17,17,33
64362,16,17,32
63852,17,17,33
64096,14,17,31
63731,15,16,32
62931,15,17,32
64135,14,17,30
66797,16,17,32
66997,16,17,33
67079,16,17,33
65125,16,17,33
64081,15,17,32
65813,15,17,32
66656,16,17,33
64336,16,17,33
63285,14,17,31
62947,16,17,33
65633,14,17,31
64908,15,17,32
64706,15,17,32
64134,16,17,32
62973,13,17,30
62976,12,17,29
65320,15,17,32
65663,16,17,33
64418,16,17,33
63234,14,17,31
64151,14,17,30
62790,14,17,31
63173,12,17,29
64213,14,17,30
63159,16,17,33
62800,13,17,30
62760,14,17,31
62683,13,17,30
62724,12,17,29
65424,13,17,30
64100,17,17,33
64588,15,17,32
63126,12,17,29
63022,12,17,28
64196,14,17,31
63441,15,17,32
64641,14,17,31
64847,16,17,33
63060,13,17,29
62885,13,17,30
63505,12,17,28
65329,15,17,32
64806,16,17,32
63152,13,17,29
63371,15,17,32
63310,16,17,33
63034,15,17,32
63091,14,17,31
64147,15,17,31
1161.2707842749628,1.4447877045553186,0.18400155231055274,1.43259337983113
62683,12,16,28
67079,17,17,33
