CallCount,ClientCpuUsage,ServerCpuUsage,TotalCpuUsage
88204,35,33,69
87421,35,34,68
89100,35,35,70
87754,36,37,73
88161,36,34,70
88157,34,37,71
98501,36,37,72
88147,35,36,71
87643,35,34,69
87537,33,38,71
86425,32,34,66
87479,34,33,67
86715,34,34,67
86672,34,34,68
87249,34,35,69
87591,34,36,70
88070,35,35,70
87841,34,36,70
86943,35,35,70
87615,35,36,71
86905,34,34,69
86944,35,34,68
86516,36,33,69
87209,35,36,71
88198,35,37,72
86555,35,35,70
87013,35,35,70
86894,34,37,71
87656,35,36,72
86882,35,34,68
87778,37,34,71
87585,33,35,68
86908,32,35,67
87648,35,33,67
88407,33,35,68
86891,35,36,70
88985,35,37,73
87379,34,35,69
87776,35,36,71
87951,34,36,70
86874,32,35,67
86608,33,36,69
86099,32,37,68
87351,35,35,71
86932,35,36,71
87284,35,32,68
87274,36,36,72
86905,34,32,66
87272,32,36,68
87191,34,35,70
86890,36,32,67
86326,33,35,68
86808,33,35,67
87828,36,37,72
87174,33,36,69
87572,32,35,66
87699,38,34,72
87568,34,35,69
1585.7067133791322,1.2970596764403175,1.3800673992489212,1.8348226973098116
86099,32,32,66
98501,38,38,73
