CallCount,ClientCpuUsage,ServerCpuUsage,TotalCpuUsage
40491,17,3,21
41436,17,3,19
41407,17,5,22
38993,17,5,22
41006,17,4,21
41005,17,2,19
40394,17,2,18
40699,17,4,20
40595,17,3,20
40629,17,4,21
40821,17,4,20
40797,17,5,22
40908,17,4,21
40885,17,4,21
40874,17,4,21
40875,17,5,22
40164,17,5,21
37428,17,4,21
39770,17,5,21
40928,17,6,23
40831,17,5,22
39649,17,4,21
38052,17,4,21
39496,17,3,19
41097,17,4,21
41299,17,4,20
38993,17,3,20
38390,17,5,22
38774,17,5,22
40393,17,5,22
40471,17,4,21
41147,17,5,22
41137,17,5,22
41253,17,4,21
41361,17,5,21
41410,17,4,21
41400,17,4,21
41565,17,5,21
41497,17,4,21
41477,17,4,21
41356,17,5,21
41366,17,4,21
40043,17,5,22
39562,17,5,21
40996,17,4,21
41322,17,5,22
41093,17,4,21
39330,17,6,23
40309,17,3,20
41399,17,5,21
41410,17,5,21
41400,17,6,23
38949,17,4,21
38248,17,3,20
37592,17,4,20
37512,17,5,22
37657,17,4,20
40339,17,4,21
1186.0038483694661,0,0.8736771647711391,0.9821428071774314
37428,17,2,18
41565,17,6,23
