CallCount,ClientCpuUsage,ServerCpuUsage,TotalCpuUsage
133792,10,17,27
1859.3546299426573,1.1230811068967879,0.18400155231055274,1.0590447910727425
130880,8,16,25
137409,13,17,30
CallCount,ClientCpuUsage,ServerCpuUsage,TotalCpuUsage
136938,11,17,27
1058.0233851543146,1.1690057016812405,0.1312862240973312,1.0136039877652137
135088,8,16,25
139461,13,17,29
CallCount,ClientCpuUsage,ServerCpuUsage,TotalCpuUsage
65769,15,17,32
1254.3084046687945,1.0967368146026515,0.18400155231055293,1.0599163134732075
62471,12,16,29
67891,17,17,33
CallCount,ClientCpuUsage,ServerCpuUsage,TotalCpuUsage
133792,10,17,27
1859.3546299426573,1.1230811068967879,0.18400155231055274,1.0590447910727425
130880,8,16,25
137409,13,17,30
CallCount,ClientCpuUsage,ServerCpuUsage,TotalCpuUsage
136938,11,17,27
1058.0233851543146,1.1690057016812405,0.1312862240973312,1.0136039877652137
135088,8,16,25
139461,13,17,29
CallCount,ClientCpuUsage,ServerCpuUsage,TotalCpuUsage
65769,15,17,32
1254.3084046687945,1.0967368146026515,0.18400155231055293,1.0599163134732075
62471,12,16,29
67891,17,17,33
