CallCount,ClientCpuUsage,ServerCpuUsage,TotalCpuUsage
120582,13,18,31
2295.4956406799,0.9065270654571094,0.7663273567663702,1.1776622067956777
117632,11,17,29
125358,15,20,34
CallCount,ClientCpuUsage,ServerCpuUsage,TotalCpuUsage
121542,13,18,31
1009.4789089376893,0.8258668277852504,0.816496580927726,1.1048453679883357
119919,11,16,29
125701,14,20,34
CallCount,ClientCpuUsage,ServerCpuUsage,TotalCpuUsage
37664,17,5,23
567.5877994867338,0.5652281997749825,0.9369143805486795,1.2058133528027781
35569,17,3,21
38293,19,7,26
CallCount,ClientCpuUsage,ServerCpuUsage,TotalCpuUsage
120582,13,18,31
2295.4956406799,0.9065270654571094,0.7663273567663702,1.1776622067956777
117632,11,17,29
125358,15,20,34
CallCount,ClientCpuUsage,ServerCpuUsage,TotalCpuUsage
121542,13,18,31
1009.4789089376893,0.8258668277852504,0.816496580927726,1.1048453679883357
119919,11,16,29
125701,14,20,34
CallCount,ClientCpuUsage,ServerCpuUsage,TotalCpuUsage
37664,17,5,23
567.5877994867338,0.5652281997749825,0.9369143805486795,1.2058133528027781
35569,17,3,21
38293,19,7,26
