CallCount,ClientCpuUsage,ServerCpuUsage,TotalCpuUsage
96717,6,6,13
3971.233510814315,1.09925966300495,1.0511685739610694,1.3953711456244335
88958,3,4,9
107422,9,9,15
CallCount,ClientCpuUsage,ServerCpuUsage,TotalCpuUsage
96496,6,6,12
3839.437480199185,1.0947705797770313,0.9905680149819723,1.0262783019094501
89786,4,4,10
109139,9,8,15
CallCount,ClientCpuUsage,ServerCpuUsage,TotalCpuUsage
1639,6,6,12
72.61483831144875,1.0967368146026515,0.9306517340263049,1.1549670589917742
1529,4,4,10
1860,8,8,15
CallCount,ClientCpuUsage,ServerCpuUsage,TotalCpuUsage
96717,6,6,13
3971.233510814315,1.09925966300495,1.0511685739610694,1.3953711456244335
88958,3,4,9
107422,9,9,15
CallCount,ClientCpuUsage,ServerCpuUsage,TotalCpuUsage
96496,6,6,12
3839.437480199185,1.0947705797770313,0.9905680149819723,1.0262783019094501
89786,4,4,10
109139,9,8,15
CallCount,ClientCpuUsage,ServerCpuUsage,TotalCpuUsage
1639,6,6,12
72.61483831144875,1.0967368146026515,0.9306517340263049,1.1549670589917742
1529,4,4,10
1860,8,8,15
