CallCount,ClientCpuUsage,ServerCpuUsage,TotalCpuUsage
42531,8,17,25
311.10346998486966,0.8673127785479491,0.6142856631583016,1.1388654292714016
41916,6,16,23
43043,9,18,28
CallCount,ClientCpuUsage,ServerCpuUsage,TotalCpuUsage
41716,8,17,25
223.63511535522457,1.1217099903961953,0.60469080489874,1.1857365086818108
41287,6,16,23
42070,11,18,28
CallCount,ClientCpuUsage,ServerCpuUsage,TotalCpuUsage
28506,6,17,23
385.58588007618664,1.0172413343385418,0.6152869444473746,1.213446769529163
27827,4,16,21
29411,8,19,26
CallCount,ClientCpuUsage,ServerCpuUsage,TotalCpuUsage
42531,8,17,25
311.10346998486966,0.8673127785479491,0.6142856631583016,1.1388654292714016
41916,6,16,23
43043,9,18,28
CallCount,ClientCpuUsage,ServerCpuUsage,TotalCpuUsage
41716,8,17,25
223.63511535522457,1.1217099903961953,0.60469080489874,1.1857365086818108
41287,6,16,23
42070,11,18,28
CallCount,ClientCpuUsage,ServerCpuUsage,TotalCpuUsage
28506,6,17,23
385.58588007618664,1.0172413343385418,0.6152869444473746,1.213446769529163
27827,4,16,21
29411,8,19,26
