CallCount,ClientCpuUsage,ServerCpuUsage,TotalCpuUsage
49799,6,6,13
2412.2143535373284,1.0235755891799874,0.8555217782622181,0.9493157374363989
45138,4,4,11
55877,9,9,15
CallCount,ClientCpuUsage,ServerCpuUsage,TotalCpuUsage
49631,6,6,13
2284.38029498203,0.97364469652713,1.1958170658211908,1.049996702276842
44623,5,3,9
57281,10,9,15
CallCount,ClientCpuUsage,ServerCpuUsage,TotalCpuUsage
48278,5,8,13
2200.17588163451,1.1000993267783072,1.1151051636540843,1.32406752730619
42366,3,5,10
52471,7,11,16
CallCount,ClientCpuUsage,ServerCpuUsage,TotalCpuUsage
49799,6,6,13
2412.2143535373284,1.0235755891799874,0.8555217782622181,0.9493157374363989
45138,4,4,11
55877,9,9,15
CallCount,ClientCpuUsage,ServerCpuUsage,TotalCpuUsage
49631,6,6,13
2284.38029498203,0.97364469652713,1.1958170658211908,1.049996702276842
44623,5,3,9
57281,10,9,15
CallCount,ClientCpuUsage,ServerCpuUsage,TotalCpuUsage
48278,5,8,13
2200.17588163451,1.1000993267783072,1.1151051636540843,1.32406752730619
42366,3,5,10
52471,7,11,16
