CallCount,ClientCpuUsage,ServerCpuUsage,TotalCpuUsage
37752,11,17,28
359.06579651870095,1.0737644735508323,0.877894456364688,1.1361596392064688
37017,8,15,26
38215,13,20,30
CallCount,ClientCpuUsage,ServerCpuUsage,TotalCpuUsage
37403,11,17,28
388.13733596065697,1.0432328945486664,0.7013156523265505,1.2521449740389812
36775,8,16,24
38138,13,19,30
CallCount,ClientCpuUsage,ServerCpuUsage,TotalCpuUsage
27861,13,17,30
787.4674883731332,1.4763968350855612,0.4880851839734582,1.8208464203970707
26499,9,16,27
29425,16,18,34
CallCount,ClientCpuUsage,ServerCpuUsage,TotalCpuUsage
37752,11,17,28
359.06579651870095,1.0737644735508323,0.877894456364688,1.1361596392064688
37017,8,15,26
38215,13,20,30
CallCount,ClientCpuUsage,ServerCpuUsage,TotalCpuUsage
37403,11,17,28
388.13733596065697,1.0432328945486664,0.7013156523265505,1.2521449740389812
36775,8,16,24
38138,13,19,30
CallCount,ClientCpuUsage,ServerCpuUsage,TotalCpuUsage
27861,13,17,30
787.4674883731332,1.4763968350855612,0.4880851839734582,1.8208464203970707
26499,9,16,27
29425,16,18,34
