CallCount,ClientCpuUsage,ServerCpuUsage,TotalCpuUsage
107617,13,19,32
1155.4465876303966,1.1249978625881687,0.8736771647711393,1.2844214187875873
105474,10,17,28
109722,15,21,33
CallCount,ClientCpuUsage,ServerCpuUsage,TotalCpuUsage
110226,13,18,31
915.0244418306157,1.0307670751977809,0.8321783316232574,1.277694137265482
108472,10,17,29
112919,15,20,35
CallCount,ClientCpuUsage,ServerCpuUsage,TotalCpuUsage
55014,15,17,33
1111.00768425986,0.7091713309265868,0.5928682543409053,0.9136292327222134
51925,14,16,31
56718,17,19,35
CallCount,ClientCpuUsage,ServerCpuUsage,TotalCpuUsage
107617,13,19,32
1155.4465876303966,1.1249978625881687,0.8736771647711393,1.2844214187875873
105474,10,17,28
109722,15,21,33
CallCount,ClientCpuUsage,ServerCpuUsage,TotalCpuUsage
110226,13,18,31
915.0244418306157,1.0307670751977809,0.8321783316232574,1.277694137265482
108472,10,17,29
112919,15,20,35
CallCount,ClientCpuUsage,ServerCpuUsage,TotalCpuUsage
55014,15,17,33
1111.00768425986,0.7091713309265868,0.5928682543409053,0.9136292327222134
51925,14,16,31
56718,17,19,35
